id,day,temperature,light_intensity,logger
860,9,19.85277778,288,12
861,9,20.42388889,224,12
862,9,21.47277778,352,12
863,9,21.47277778,304,12
864,9,21.09111111,248,12
865,9,20.90111111,272,12
866,9,20.42388889,78,12
867,9,19.47222222,30,12
868,9,18.90111111,2,12
869,9,18.99611111,2,12
870,9,19.37722222,1,12
871,9,19.66222222,2,12
872,9,19.47222222,2,12
873,10,19.47222222,2,12
874,10,19.09222222,2,12
875,10,19.28222222,2,12
876,10,19.09222222,2,12
877,10,19.56722222,2,12
878,10,19.66222222,2,12
879,10,19.66222222,0,12
880,10,17.76,0,12
881,10,17.665,184,12
882,10,17.855,184,12
883,10,16.71277778,192,12
884,10,14.03777778,27,12
885,10,12.88277778,48,12
886,10,12.49722222,58,12
887,10,12.01277778,144,12
888,10,11.72222222,120,12
889,10,11.43111111,104,12
890,10,11.23611111,51,12
891,10,11.23611111,8,12
892,10,11.52777778,1,12
893,10,11.91611111,2,12
894,10,11.72222222,3,12
895,10,10.84611111,2,12
896,10,10.55277778,2,12
897,11,9.866111111,2,12
898,11,9.472222222,2,12
899,11,9.275,2,12
900,11,9.275,2,12
901,11,9.176111111,2,12
902,11,8.581111111,1,12
903,11,7.982777778,0,12
904,11,7.982777778,0,12
905,11,7.481111111,40,12
906,11,8.68,352,12
907,11,10.16111111,432,12
908,11,11.52777778,248,12
909,11,12.20722222,208,12
910,11,13.07611111,248,12
911,11,14.13388889,192,12
912,11,14.51722222,82,12
913,11,15.18722222,152,12
914,11,15.09111111,58,12
915,11,14.70888889,21,12
916,11,14.13388889,2,12
917,11,14.23,2,12
918,11,13.94222222,2,12
919,11,13.46111111,2,12
920,11,13.07611111,2,12
921,12,12.98,2,12
922,12,12.59388889,2,12
923,12,12.40111111,2,12
924,12,12.01277778,2,12
925,12,11.72222222,2,12
926,12,11.43111111,2,12
927,12,11.23611111,0,12
928,12,11.04111111,1,12
929,12,11.13888889,44,12
930,12,13.26888889,512,12
931,12,14.80388889,400,12
932,12,16.99888889,117,12
933,12,17.37888889,512,12
934,12,17.28388889,768,12
935,12,17.855,512,12
936,12,17.76,480,12
937,12,17.57,320,12
938,12,16.99888889,109,12
939,12,16.71277778,35,12
940,12,16.52277778,1,12
941,12,16.33222222,3,12
942,12,16.04611111,3,12
943,12,15.855,2,12
944,12,15.28222222,2,12
945,13,14.9,2,12
946,13,12.01277778,3,12
947,13,12.69,2,12
948,13,12.49722222,2,12
949,13,12.49722222,5,12
950,13,12.11,3,12
951,13,12.59388889,0,12
952,13,12.69,1,12
953,13,13.07611111,40,12
954,13,14.13388889,288,12
955,13,15.76,512,12
956,13,16.42722222,320,12
957,13,17.665,672,12
958,13,17.28388889,368,12
959,13,18.23611111,480,12
960,13,18.61611111,480,12
961,13,18.52111111,320,12
962,13,18.33111111,176,12
963,13,17.57,14,12
964,13,17.09388889,2,12
965,13,16.80777778,2,12
966,13,16.52277778,2,12
967,13,16.80777778,2,12
968,13,16.61777778,2,12
969,14,16.61777778,2,12
970,14,16.23722222,1,12
971,14,16.80777778,1,12
972,14,16.52277778,3,12
973,14,16.71277778,2,12
974,14,17.09388889,2,12
975,14,16.80777778,0,12
976,14,16.33222222,0,12
977,14,16.61777778,27,12
978,14,16.99888889,63,12
979,14,18.14,272,12
980,14,18.33111111,336,12
981,14,18.71111111,256,12
982,14,19.47222222,368,12
983,14,20.23388889,272,12
984,14,20.615,400,12
985,14,20.805,272,12
986,14,21.09111111,84,12
987,14,20.23388889,15,12
988,14,19.09222222,2,12
989,14,19.37722222,2,12
990,14,19.28222222,2,12
991,14,18.90111111,2,12
992,14,18.61611111,2,12
993,15,17.76,2,12
994,15,17.76,3,12
995,15,17.665,3,12
996,15,17.57,3,12
997,15,16.90277778,2,12
998,15,16.42722222,1,12
999,15,16.23722222,0,12
1000,15,16.14111111,0,12
1001,15,16.33222222,24,12
1002,15,16.80777778,89,12
1003,1,22.33277778,192,13
1004,1,23.1,216,13
1005,1,22.90777778,105,13
1006,1,23.19611111,176,13
1007,1,23.77277778,6,13
1008,1,21.56888889,27,13
1009,1,21.95111111,19,13
1010,1,21.66388889,0,13
1011,1,19.85277778,0,13
1012,1,19.18722222,0,13
1013,1,18.33111111,0,13
1014,1,18.14,0,13
1015,2,17.76,0,13
1016,2,16.99888889,0,13
1017,2,16.52277778,0,13
1018,2,16.23722222,0,13
1019,2,11.33388889,0,13
1020,2,12.59388889,0,13
1021,2,13.07611111,0,13
1022,2,12.98,2,13
1023,2,13.07611111,12,13
1024,2,14.23,125,13
1025,2,15.37777778,256,13
1026,2,16.23722222,224,13
1027,2,17.57,192,13
1028,2,17.475,39,13
1029,2,18.045,115,13
1030,2,17.37888889,39,13
1031,2,17.475,97,13
1032,2,16.80777778,11,13
1033,2,16.52277778,4,13
1034,2,15.95111111,0,13
1035,2,15.56888889,0,13
1036,2,15.09111111,0,13
1037,2,14.42111111,0,13
1038,2,14.23,0,13
1039,3,13.84611111,0,13
1040,3,13.84611111,0,13
1041,3,13.46111111,0,13
1042,3,12.98,0,13
1043,3,12.78722222,0,13
1044,3,12.98,0,13
1045,3,13.07611111,0,13
1046,3,13.17277778,1,13
1047,3,13.75,28,13
1048,3,14.99611111,110,13
1049,3,15.37777778,124,13
1050,3,16.80777778,216,13
1051,3,18.42611111,224,13
1052,3,18.80611111,152,13
1053,3,20.13777778,136,13
1054,3,19.85277778,41,13
1055,3,21.56888889,122,13
1056,3,20.805,14,13
1057,3,21.28222222,6,13
1058,3,20.32888889,0,13
1059,3,20.71,0,13
1060,3,19.85277778,0,13
1061,3,19.09222222,0,13
1062,3,18.23611111,0,13
1063,4,17.95,0,13
1064,4,17.37888889,0,13
1065,4,17.28388889,0,13
1066,4,16.90277778,0,13
1067,4,14.13388889,0,13
1068,4,14.9,0,13
1069,4,15.47277778,0,13
1070,4,16.04611111,0,13
1071,4,16.71277778,18,13
1072,4,17.665,87,13
1073,4,18.23611111,168,13
1074,4,19.47222222,176,13
1075,4,20.13777778,152,13
1076,4,20.51888889,128,13
1077,4,20.51888889,128,13
1078,4,21.28222222,118,13
1079,4,22.04611111,94,13
1080,4,22.14222222,43,13
1081,4,22.23777778,7,13
1082,4,22.23777778,0,13
1083,4,21.56888889,0,13
1084,4,21.37777778,0,13
1085,4,21.09111111,0,13
1086,4,20.71,0,13
1087,5,20.32888889,0,13
1088,5,20.13777778,0,13
1089,5,19.94777778,0,13
1090,5,19.94777778,0,13
1091,5,19.47222222,0,13
1092,5,19.37722222,0,13
1093,5,19.28222222,0,13
1094,5,19.18722222,0,13
1095,5,19.37722222,33,13
1096,5,18.90111111,95,13
1097,5,19.09222222,128,13
1098,5,19.09222222,71,13
1099,5,19.66222222,152,13
1100,5,20.32888889,152,13
1101,5,20.71,200,13
1102,5,20.71,136,13
1103,5,19.85277778,59,13
1104,5,19.28222222,32,13
1105,5,18.80611111,1,13
1106,5,18.71111111,0,13
1107,5,17.76,0,13
1108,5,17.475,0,13
1109,5,17.28388889,0,13
1110,5,16.90277778,0,13
1111,6,16.61777778,0,13
1112,6,15.09111111,0,13
1113,6,14.23,0,13
1114,6,13.26888889,0,13
1115,6,11.23611111,0,13
1116,6,11.13888889,0,13
1117,6,10.94388889,0,13
1118,6,10.65111111,0,13
1119,6,10.65111111,3,13
1120,6,10.74777778,9,13
1121,6,11.13888889,35,13
1122,6,11.33388889,26,13
1123,6,11.23611111,22,13
1124,6,11.23611111,23,13
1125,6,11.625,40,13
1126,6,11.81888889,22,13
1127,6,11.81888889,12,13
1128,6,11.81888889,8,13
1129,6,12.69,2,13
1130,6,13.17277778,0,13
1131,6,13.26888889,0,13
1132,6,13.46111111,0,13
1133,6,13.65388889,0,13
1134,6,13.46111111,0,13
1135,7,13.75,0,13
1136,7,13.55777778,0,13
1137,7,12.30388889,0,13
1138,7,11.91611111,0,13
1139,7,12.20722222,0,13
1140,7,12.40111111,0,13
1141,7,12.49722222,0,13
1142,7,12.69,0,13
1143,7,12.78722222,4,13
1144,7,12.69,12,13
1145,7,13.17277778,70,13
1146,7,13.75,75,13
1147,7,14.13388889,128,13
1148,7,14.42111111,101,13
1149,7,14.325,68,13
1150,7,14.42111111,99,13
1151,7,14.80388889,27,13
1152,7,14.51722222,35,13
1153,7,14.61277778,6,13
1154,7,14.42111111,0,13
1155,7,14.61277778,0,13
1156,7,14.70888889,0,13
1157,7,15.09111111,0,13
1158,7,14.99611111,0,13
1159,8,14.42111111,0,13
1160,8,13.65388889,0,13
1161,8,13.17277778,0,13
1162,8,12.88277778,0,13
1163,8,11.04111111,0,13
1164,8,11.43111111,0,13
1165,8,11.625,0,13
1166,8,11.72222222,0,13
1167,8,12.01277778,12,13
1168,8,12.98,106,13
1169,8,13.94222222,168,13
1170,8,16.04611111,400,13
1171,8,17.475,184,13
1172,8,18.33111111,256,13
1173,8,19.66222222,136,13
1174,8,19.18722222,38,13
1175,8,20.04277778,112,13
1176,8,20.04277778,13,13
1177,8,19.94777778,4,13
1178,8,19.28222222,0,13
1179,8,19.28222222,0,13
1180,8,18.90111111,0,13
1181,8,18.71111111,0,13
1182,8,18.23611111,0,13
1183,9,18.14,0,13
1184,9,17.95,0,13
1185,9,18.045,0,13
1186,9,18.23611111,0,13
1187,9,14.51722222,0,13
1188,9,15.76,0,13
1189,9,16.42722222,0,13
1190,9,16.80777778,1,13
1191,9,16.90277778,14,13
1192,9,18.045,95,13
1193,9,19.18722222,184,13
1194,9,20.805,384,13
1195,9,21.56888889,184,13
1196,9,21.95111111,168,13
1197,9,22.04611111,125,13
1198,9,21.28222222,55,13
1199,9,21.09111111,89,13
1200,9,20.615,14,13
1201,9,19.75777778,4,13
1202,9,19.18722222,0,13
1203,9,19.37722222,0,13
1204,9,19.94777778,0,13
1205,9,20.04277778,0,13
1206,9,19.85277778,0,13
1207,10,19.75777778,0,13
1208,10,19.28222222,0,13
1209,10,19.66222222,0,13
1210,10,19.47222222,0,13
1211,10,19.85277778,0,13
1212,10,20.42388889,0,13
1213,10,19.85277778,0,13
1214,10,17.95,0,13
1215,10,17.76,37,13
1216,10,17.855,53,13
1217,10,16.80777778,39,13
1218,10,13.46111111,4,13
1219,10,12.78722222,9,13
1220,10,12.59388889,9,13
1221,10,11.625,24,13
1222,10,11.625,20,13
1223,10,11.33388889,21,13
1224,10,11.33388889,9,13
1225,10,11.13888889,0,13
1226,10,11.43111111,0,13
1227,10,11.91611111,0,13
1228,10,11.43111111,0,13
1229,10,10.65111111,0,13
1230,10,10.06277778,0,13
1231,11,9.866111111,0,13
1232,11,9.571111111,0,13
1233,11,9.767777778,0,13
1234,11,9.767777778,0,13
1235,11,9.176111111,0,13
1236,11,8.977777778,0,13
1237,11,8.481111111,0,13
1238,11,8.282222222,0,13
1239,11,7.582222222,10,13
1240,11,8.68,86,13
1241,11,9.965,184,13
1242,11,11.91611111,272,13
1243,11,13.17277778,200,13
1244,11,13.84611111,152,13
1245,11,14.70888889,136,13
1246,11,14.70888889,38,13
1247,11,15.28222222,123,13
1248,11,15.37777778,10,13
1249,11,15.28222222,2,13
1250,11,14.42111111,0,13
1251,11,14.61277778,0,13
1252,11,14.23,0,13
1253,11,13.94222222,0,13
1254,11,13.26888889,0,13
1255,12,13.84611111,0,13
1256,12,12.98,0,13
1257,12,12.59388889,0,13
1258,12,12.30388889,0,13
1259,12,12.01277778,0,13
1260,12,12.20722222,0,13
1261,12,12.88277778,0,13
1262,12,12.88277778,0,13
1263,12,13.07611111,15,13
1264,12,14.13388889,89,13
1265,12,15.09111111,184,13
1266,12,17.95,49,13
1267,12,17.665,192,13
1268,12,17.18888889,144,13
1269,12,17.76,122,13
1270,12,17.665,73,13
1271,12,17.475,112,13
1272,12,16.99888889,22,13
1273,12,16.71277778,5,13
1274,12,16.99888889,0,13
1275,12,16.71277778,0,13
1276,12,16.52277778,0,13
1277,12,16.42722222,0,13
1278,12,16.23722222,0,13
1279,13,15.855,0,13
1280,13,15.56888889,0,13
1281,13,15.47277778,0,13
1282,13,14.99611111,0,13
1283,13,13.46111111,0,13
1284,13,13.65388889,0,13
1285,13,14.325,0,13
1286,13,14.61277778,0,13
1287,13,14.99611111,21,13
1288,13,15.76,109,13
1289,13,16.80777778,176,13
1290,13,17.665,144,13
1291,13,18.99611111,168,13
1292,13,17.95,95,13
1293,13,18.52111111,99,13
1294,13,18.90111111,136,13
1295,13,18.61611111,58,13
1296,13,18.42611111,37,13
1297,13,17.665,2,13
1298,13,17.18888889,0,13
1299,13,16.99888889,0,13
1300,13,16.61777778,0,13
1301,13,17.28388889,0,13
1302,13,16.99888889,0,13
1303,14,16.99888889,0,13
1304,14,16.71277778,0,13
1305,14,17.475,0,13
1306,14,17.57,0,13
1307,14,17.855,0,13
1308,14,17.855,0,13
1309,14,16.90277778,0,13
1310,14,16.61777778,0,13
1311,14,16.61777778,6,13
1312,14,17.28388889,14,13
1313,14,18.045,75,13
1314,14,17.76,85,13
1315,14,18.23611111,67,13
1316,14,19.66222222,71,13
1317,14,20.615,72,13
1318,14,20.615,77,13
1319,14,21.09111111,115,13
1320,14,21.56888889,15,13
1321,14,20.615,2,13
1322,14,19.18722222,0,13
1323,14,19.56722222,0,13
1324,14,19.85277778,0,13
1325,14,19.37722222,0,13
1326,14,18.71111111,0,13
1327,15,17.76,0,13
1328,15,18.80611111,0,13
1329,15,19.09222222,0,13
1330,15,18.71111111,0,13
1331,15,16.90277778,0,13
1332,15,16.42722222,0,13
1333,15,16.23722222,0,13
1334,15,16.14111111,0,13
1335,15,16.42722222,7,13
1336,15,16.80777778,28,13
1337,1,22.23777778,368,14
1338,1,24.06222222,864,14
1339,1,23.48388889,480,14
1340,1,23.86888889,704,14
1341,1,23.96611111,27,14
1342,1,20.99611111,176,14
1343,1,22.04611111,103,14
1344,1,21.66388889,0,14
1345,1,19.66222222,0,14
1346,1,18.90111111,0,14
1347,1,18.045,0,14
1348,1,17.665,0,14
1349,2,17.665,0,14
1350,2,16.90277778,0,14
1351,2,16.23722222,0,14
1352,2,15.76,0,14
1353,2,14.99611111,0,14
1354,2,14.325,0,14
1355,2,13.94222222,0,14
1356,2,13.55777778,0,14
1357,2,13.365,0,14
1358,2,14.03777778,0,14
1359,2,29.85277778,0,14
1360,2,25.41611111,0,14
1361,2,16.99888889,0,14
1362,2,17.665,0,14
1363,2,19.18722222,0,14
1364,2,17.28388889,0,14
1365,2,17.475,0,14
1366,2,16.80777778,0,14
1367,2,16.33222222,0,14
1368,2,15.66388889,0,14
1369,2,15.28222222,0,14
1370,2,14.70888889,0,14
1371,2,14.13388889,0,14
1372,2,13.75,0,14
1373,3,13.65388889,0,14
1374,3,13.46111111,0,14
1375,3,13.365,0,14
1376,3,12.98,0,14
1377,3,12.59388889,0,14
1378,3,9.077222222,0,14
1379,3,10.16111111,0,14
1380,3,10.94388889,0,14
1381,3,12.20722222,0,14
1382,3,13.17277778,0,14
1383,3,14.9,0,14
1384,3,22.42888889,0,14
1385,3,17.18888889,0,14
1386,3,17.855,0,14
1387,3,20.23388889,0,14
1388,3,19.37722222,0,14
1389,3,20.51888889,0,14
1390,3,20.805,0,14
1391,3,20.42388889,0,14
1392,3,20.23388889,0,14
1393,3,20.13777778,0,14
1394,3,19.47222222,0,14
1395,3,18.71111111,0,14
1396,3,18.045,0,14
1397,4,17.665,0,14
1398,4,17.18888889,0,14
1399,4,16.90277778,0,14
1400,4,16.71277778,0,14
1401,4,16.61777778,0,14
1402,4,16.14111111,0,14
1403,4,16.14111111,0,14
1404,4,16.23722222,0,14
1405,4,16.71277778,0,14
1406,4,17.475,0,14
1407,4,25.90222222,0,14
1408,4,21.76,0,14
1409,4,20.90111111,0,14
1410,4,21.09111111,0,14
1411,4,21.18722222,0,14
1412,4,21.855,0,14
1413,4,22.33277778,0,14
1414,4,22.23777778,0,14
1415,4,22.04611111,0,14
1416,4,22.04611111,0,14
1417,4,21.47277778,0,14
1418,4,21.28222222,0,14
1419,4,20.99611111,0,14
1420,4,20.71,0,14
1421,5,20.32888889,0,14
1422,5,20.23388889,0,14
1423,5,19.94777778,0,14
1424,5,19.94777778,0,14
1425,5,19.37722222,0,14
1426,5,17.475,0,14
1427,5,17.475,0,14
1428,5,17.475,0,14
1429,5,17.475,0,14
1430,5,17.37888889,0,14
1431,5,18.14,0,14
1432,5,18.33111111,0,14
1433,5,19.66222222,0,14
1434,5,20.42388889,0,14
1435,5,20.42388889,0,14
1436,5,20.71,0,14
1437,5,19.94777778,0,14
1438,5,19.18722222,0,14
1439,5,18.61611111,0,14
1440,5,18.61611111,0,14
1441,5,17.76,0,14
1442,5,17.57,0,14
1443,5,17.37888889,0,14
1444,5,16.90277778,0,14
1445,6,16.52277778,0,14
1446,6,14.61277778,0,14
1447,6,13.84611111,0,14
1448,6,12.88277778,0,14
1449,6,11.91611111,0,14
1450,6,11.33388889,0,14
1451,6,11.13888889,0,14
1452,6,10.84611111,0,14
1453,6,10.74777778,0,14
1454,6,10.65111111,0,14
1455,6,11.33388889,0,14
1456,6,11.52777778,0,14
1457,6,11.52777778,0,14
1458,6,11.33388889,0,14
1459,6,11.81888889,0,14
1460,6,11.81888889,0,14
1461,6,11.91611111,0,14
1462,6,11.81888889,0,14
1463,6,12.78722222,0,14
1464,6,13.26888889,0,14
1465,6,13.365,0,14
1466,6,13.46111111,0,14
1467,6,13.75,0,14
1468,6,13.55777778,0,14
1469,7,13.84611111,0,14
1470,7,13.55777778,0,14
1471,7,12.30388889,0,14
1472,7,12.01277778,0,14
1473,7,12.20722222,0,14
1474,7,12.49722222,0,14
1475,7,12.59388889,0,14
1476,7,12.88277778,0,14
1477,7,12.88277778,0,14
1478,7,12.88277778,0,14
1479,7,13.46111111,0,14
1480,7,14.13388889,0,14
1481,7,14.70888889,0,14
1482,7,14.99611111,0,14
1483,7,14.61277778,0,14
1484,7,14.80388889,0,14
1485,7,14.80388889,0,14
1486,7,14.42111111,0,14
1487,7,14.42111111,0,14
1488,7,14.13388889,0,14
1489,7,14.325,0,14
1490,7,14.61277778,0,14
1491,7,14.70888889,0,14
1492,7,14.80388889,0,14
1493,8,14.13388889,0,14
1494,8,13.26888889,0,14
1495,8,12.78722222,0,14
1496,8,12.20722222,0,14
1497,8,12.11,0,14
1498,8,12.20722222,0,14
1499,8,12.20722222,0,14
1500,8,12.20722222,0,14
1501,8,12.30388889,0,14
1502,8,14.23,0,14
1503,8,26.39,0,14
1504,8,16.80777778,0,14
1505,8,17.28388889,0,14
1506,8,18.42611111,0,14
1507,8,20.32888889,0,14
1508,8,19.37722222,0,14
1509,8,20.23388889,0,14
1510,8,20.13777778,0,14
1511,8,20.04277778,0,14
1512,8,19.18722222,0,14
1513,8,19.18722222,0,14
1514,8,18.71111111,0,14
1515,8,18.71111111,0,14
1516,8,18.23611111,0,14
1517,9,18.14,0,14
1518,9,17.855,0,14
1519,9,18.14,0,14
1520,9,17.28388889,0,14
1521,9,16.80777778,0,14
1522,9,13.75,0,14
1523,9,14.03777778,0,14
1524,9,14.42111111,0,14
1525,9,14.99611111,0,14
1526,9,17.18888889,0,14
1527,9,30.35611111,0,14
1528,9,20.13777778,0,14
1529,9,20.615,0,14
1530,9,21.66388889,0,14
1531,9,22.33277778,0,14
1532,9,21.28222222,0,14
1533,9,21.18722222,0,14
1534,9,20.32888889,0,14
1535,9,19.56722222,0,14
1536,9,18.99611111,0,14
1537,9,18.99611111,0,14
1538,9,19.18722222,0,14
1539,9,19.56722222,0,14
1540,9,19.28222222,0,14
1541,10,19.37722222,0,14
1542,10,19.18722222,0,14
1543,10,19.18722222,0,14
1544,10,19.09222222,0,14
1545,10,19.37722222,0,14
1546,10,19.56722222,0,14
1547,10,19.66222222,0,14
1548,10,17.475,0,14
1549,10,17.76,0,14
1550,10,17.855,0,14
1551,10,16.61777778,0,14
1552,10,13.84611111,0,14
1553,10,12.88277778,0,14
1554,10,12.49722222,0,14
1555,10,11.91611111,0,14
1556,10,11.625,0,14
1557,10,11.43111111,0,14
1558,10,11.33388889,0,14
1559,10,11.23611111,0,14
1560,10,11.43111111,0,14
1561,10,11.91611111,0,14
1562,10,11.625,0,14
1563,10,10.74777778,0,14
1564,10,10.25888889,0,14
1565,11,9.668888889,0,14
1566,11,9.668888889,0,14
1567,11,9.571111111,0,14
1568,11,9.668888889,0,14
1569,11,9.571111111,0,14
1570,11,8.581111111,0,14
1571,11,7.682222222,0,14
1572,11,7.682222222,0,14
1573,11,7.078888889,0,14
1574,11,8.977777778,0,14
1575,11,23.19611111,0,14
1576,11,11.625,0,14
1577,11,12.20722222,0,14
1578,11,13.07611111,0,14
1579,11,14.9,0,14
1580,11,14.80388889,0,14
1581,11,15.28222222,0,14
1582,11,14.9,0,14
1583,11,14.51722222,0,14
1584,11,13.94222222,0,14
1585,11,14.42111111,0,14
1586,11,14.03777778,0,14
1587,11,13.17277778,0,14
1588,11,12.88277778,0,14
1589,12,12.69,0,14
1590,12,12.49722222,0,14
1591,12,12.30388889,0,14
1592,12,11.91611111,0,14
1593,12,11.625,0,14
1594,12,11.33388889,0,14
1595,12,11.04111111,0,14
1596,12,10.94388889,0,14
1597,12,11.04111111,0,14
1598,12,13.17277778,0,14
1599,12,30.05388889,0,14
1600,12,17.28388889,0,14
1601,12,17.665,0,14
1602,12,17.475,0,14
1603,12,17.95,0,14
1604,12,17.57,0,14
1605,12,17.28388889,0,14
1606,12,16.80777778,0,14
1607,12,16.33222222,0,14
1608,12,16.04611111,0,14
1609,12,15.95111111,0,14
1610,12,15.56888889,0,14
1611,12,15.37777778,0,14
1612,12,14.80388889,0,14
1613,13,14.51722222,0,14
1614,13,13.84611111,0,14
1615,13,13.75,0,14
1616,13,13.55777778,0,14
1617,13,13.75,0,14
1618,13,12.01277778,0,14
1619,13,12.20722222,0,14
1620,13,12.30388889,0,14
1621,13,12.88277778,0,14
1622,13,14.23,0,14
1623,13,19.18722222,0,14
1624,13,16.99888889,0,14
1625,13,17.95,0,14
1626,13,17.665,0,14
1627,13,18.52111111,0,14
1628,13,18.90111111,0,14
1629,13,18.42611111,0,14
1630,13,18.23611111,0,14
1631,13,17.57,0,14
1632,13,17.09388889,0,14
1633,13,16.71277778,0,14
1634,13,16.61777778,0,14
1635,13,16.61777778,0,14
1636,13,16.52277778,0,14
1637,14,16.52277778,0,14
1638,14,16.23722222,0,14
1639,14,16.52277778,0,14
1640,14,16.42722222,0,14
1641,14,16.52277778,0,14
1642,14,16.80777778,0,14
1643,14,16.80777778,0,14
1644,14,16.33222222,0,14
1645,14,16.61777778,0,14
1646,14,16.99888889,0,14
1647,14,17.855,0,14
1648,14,18.14,0,14
1649,14,18.61611111,0,14
1650,14,19.56722222,0,14
1651,14,20.23388889,0,14
1652,14,20.71,0,14
1653,14,20.99611111,0,14
1654,14,21.09111111,0,14
1655,14,20.23388889,0,14
1656,14,19.09222222,0,14
1657,14,19.09222222,0,14
1658,14,18.99611111,0,14
1659,14,18.71111111,0,14
1660,14,18.42611111,0,14
1661,15,17.76,0,14
1662,15,18.14,0,14
1663,15,18.23611111,0,14
1664,15,17.95,0,14
1665,15,17.18888889,0,14
1666,15,16.52277778,0,14
1667,15,16.23722222,0,14
1668,15,16.23722222,0,14
1669,15,16.42722222,0,14
1670,15,16.90277778,0,14
1671,1,22.42888889,464,15
1672,1,23.19611111,512,15
1673,1,23.1,256,15
1674,1,23.48388889,288,15
1675,1,23.96611111,11,15
1676,1,21.18722222,56,15
1677,1,22.04611111,40,15
1678,1,21.76,0,15
1679,1,20.51888889,0,15
1680,1,20.23388889,0,15
1681,1,19.37722222,0,15
1682,1,19.18722222,0,15
1683,2,18.14,0,15
1684,2,17.18888889,0,15
1685,2,17.09388889,0,15
1686,2,16.90277778,0,15
1687,2,11.81888889,0,15
1688,2,12.40111111,0,15
1689,2,13.17277778,0,15
1690,2,13.17277778,2,15
1691,2,13.17277778,22,15
1692,2,14.42111111,125,15
